frozen_variant_id,canonical_key,policy,kwargs,kwargs_json,complexity,note,command,hash8
ff_als_coverage_guardrail_urban_fairness_zone_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",3cb931d7
ff_als_coverage_guardrail_urban_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",2182b4e6
ff_als_coverage_guardrail_urban_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",b51840ea
ff_als_coverage_guardrail_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}""",1688b5bb
ff_als_coverage_guardrail_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}""",c422f2bf
ff_als_coverage_urban,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_urban_boost"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}""",8e626f5c
ff_als_coverage_urban_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_urban_boost"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}""",ddd62f26
ff_als_coverage_urban_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}""",00e4285f
ff_als_coverage_urban_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",7895b277
ff_als_coverage_urban_fairness_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}""",ad208ef5
ff_als_coverage_urban_fairness_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",f5a3746a
ff_als_coverage_urban_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",32f86649
ff_als_coverage_urban_fairness_fairness_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",6621a312
ff_als_coverage_urban_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",2ae0ad76
ff_als_coverage_urban_fairness_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",f4dd3560
ff_als_coverage_urban_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",2d9746cf
ff_als_coverage_urban_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",4382d481
ff_als_coverage_urban_fairness_zone_3,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",df3234db
ff_als_coverage_urban_fairness_zone_4,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",5a7a43ec
ff_als_coverage_urban_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_zone_weights': True}""",98cc1289
ff_als_coverage_urban_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}""",1cdc4787
ff_als_coverage_zone,"feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_unit"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_unit': True, 'use_zone_weights': True}""",292a85c0
ff_als_coverage_zone_2,"feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_coverage_call"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_coverage_call': True, 'use_zone_weights': True}""",d29aad95
ff_als_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_fairness"": true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness': True}""",b82901ad
ff_als_fairness_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness_weight"": true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness_weight': True}""",28beef6a
ff_als_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True}""",d59b52ae
ff_als_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",e1913548
ff_als_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness': True, 'use_zone_weights': True}""",a7d16413
ff_als_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",322e288f
ff_als_guardrail,"feature_flag::{""use_als_guard"":true,""use_guardrail"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True}","{""use_als_guard"": true, ""use_guardrail"": true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True}""",c4693831
ff_als_guardrail_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_guardrail"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_guardrail"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True}""",4e635ac5
ff_als_guardrail_fairness_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_guardrail"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_guardrail"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True}""",53e24fe7
ff_als_guardrail_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",af23c5f4
ff_als_guardrail_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",1c061f04
ff_als_guardrail_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",7d28d187
ff_als_guardrail_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",0bb7bbba
ff_als_guardrail_urban,"feature_flag::{""use_als_guard"":true,""use_guardrail"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_guardrail"": true, ""use_urban_boost"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True}""",9898bf7a
ff_als_guardrail_urban_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_guardrail"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",6dc6bf1b
ff_als_guardrail_urban_fairness_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",9438b934
ff_als_guardrail_urban_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_urban_boost"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",eb030805
ff_als_guardrail_urban_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",7,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",5605c661
ff_als_guardrail_urban_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",bae51e2d
ff_als_guardrail_urban_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",cf8a747a
ff_als_guardrail_urban_zone,"feature_flag::{""use_als_guard"":true,""use_guardrail"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_guardrail"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",bee4b2e2
ff_als_guardrail_zone,"feature_flag::{""use_als_guard"":true,""use_guardrail"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_guardrail': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_guardrail"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_guardrail': True, 'use_zone_weights': True}""",ccfd8dcd
ff_als_urban,"feature_flag::{""use_als_guard"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True}","{""use_als_guard"": true, ""use_urban_boost"": true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True}""",5a2b3cb1
ff_als_urban_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_urban_boost"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True}""",e967c9d8
ff_als_urban_fairness_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",1ec67405
ff_als_urban_fairness_fairness,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",e4713971
ff_als_urban_fairness_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",6,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",1a2b2345
ff_als_urban_fairness_zone,"feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",86a8240b
ff_als_urban_fairness_zone_2,"feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_fairness_weight"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",6cc7645e
ff_als_urban_zone,"feature_flag::{""use_als_guard"":true,""use_urban_boost"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_urban_boost': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_urban_boost"": true, ""use_zone_weights"": true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_urban_boost': True, 'use_zone_weights': True}""",6ed4ca22
ff_als_zone,"feature_flag::{""use_als_guard"":true,""use_zone_weights"":true}",feature_flag,"{'use_als_guard': True, 'use_zone_weights': True}","{""use_als_guard"": true, ""use_zone_weights"": true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_als_guard': True, 'use_zone_weights': True}""",1112d586
